,User,Tweet
11955,sumeraali01,"War is ugly, felt proud on our #PakArmy yet felt sorry for Indian soldiers who lost their lives and captured  just for a sake of  bloody election compaign of #BJP, congrate Mr. #Modi in advance to be 2nd time elected PM of  #India n badluck  #India for becoming #ModiKaIndia"
11956,penpapper2311,@vishnurathore99 @narendramodi @HadaKamlendra @ayushsuman7023 @Vaibhav59517879 @VishnuR11725598 @YouthMovement16 @AnilSaxena16 @shashwats16 @VikasSu75886202 @9943rajat HE is d leader every common men can relate to. #NamoAgain namo #BJP
11957,ksingh272,@ArvindKejriwal This shows ur frustration as u r not getting any space in the media as Modi juggernaut endures in the current situation on pak #IndiaStrikesBack #NarendraModi
11958,danyalishere,"I'm thinking again and again how a person can be so ignoramus that he is able to put humanity and the peace of whole region in jeopardy just to increase his vote bank. Modi already made India hell for the minorities.
#NarendraModi #Warmonger"
11959,GorwayGlobal,"Having failed to win the Peace he inherited in 2014, #BJP's Mr Modi has decided to start a mini-war that he has to win in order the burnish his campaign for a second undeserved term."
11960,TheKashifkhalid,"@narendramodi Pm Donkey is making fool of 1.33 Billion peoples of india again by using #IndianArmy #IndianAirfoce 
#bjp #india #bjp"
11961,PrabaliDey,People questioning on your travels have got a very clear answer .. No one to back PAK 🤣😂...  #Surgicalstike2  #ModiGovt @narendramodi #BJP
11962,TheKashifkhalid,"@PMOIndia @narendramodi listen Pm Donkey( Modi)
Its Last warning get your Ass of!
If there will be no india!
Who will consider you Pm
You know that #pakarmy will kick your ass
And soon you will be in jail with ur buddy Nawaz
#IAF  #BJP"
11963,TheKashifkhalid,"@narendramodi listen Modi donkey pm (son of bitch)
Its Last warning get your Ass of!
If there will be no india!
Who will consider you Pm
You know that #pakarmy will kick your ass
And soon you will be in jail with ur buddy Nawaz
#IAF #IndianArmyRocks #BJP"
11964,RadPoll,"I support war againist #Pakistan 
If our PM @narendramodi stand in front of our Indian Army during war....and those #BJP it cell who tweets and retweets likes the provacation wars in the next line to #Modi..then Indian Army.

Are you ready @narendramodi ?
#howsthejosh ?"
11965,apsinghpioneer,"@LambaAlka It's ok to not follow PM #Modi or his party #BJP but here is the point to be logical. 
No doubt, in this act of bravery by IAF, PM's role is not forgettable. Because he behaved so bold to give full freedom to the armed forces.
Congratulations #army and #govt"
11966,gps_gaurav,"Imagine the reaction of general public if, in this charged up environment, RaGa comes out and parrots ""main kah raha hu, Modi ne 30 hazaar crore Ambani ki Jeb mein daal diye""
😂😂😂 
#IndiaStrikesBack #IndianAirForce #IAFStrikes #India #RahulGandhi"
11967,duli1992,@narendramodi We loving you #NarendraModi #bjp
11968,Madhava_Bhatt,"Modi now started Swatch Pakistan,  #SurgicalStrike2,  #NarendraModi,  #IAFStrikesJeM"
11969,amitakjain,"And u think that person will stay silent on the martyrdom of soldiers.

They were #MurliManoharJoshi &amp; #Namo n person who hoisted the flag, sung national anthem n marched to his car was none other than #NarendraModi

Have patience. Narendra Modi has more fire than us in his heart"
11970,irfanhossein123,"@AnupamPKher @narendramodi @AnupamPKher u r a big andh bakht of Feku sir coz u r getting awards without any difficulty I am ashamed myself whenever I see jokers r receiving awards for praising #Bjp and Modi govt. 
#ShameOnYou"
11971,devaski,People who don't get excited on achievements can achieve greater things..25th and 26th of February 2019 has been the day of Modi and IAF. They remained calm.  #Surgicalstrike2 #IndianAirForce #NarendraModi #vhsindia #JaiHindustan
11972,AbhisekAbhi8,"Surgical strike- Indian Army🇮🇳
....
...
...
AIR STRIKE - INDIAN AIR FORCE✈️
.....
......
....INDIAN NAVY BE LIKE-
 “अपना टाइम आयेगा”😁😂
#Surgicalstrike2 #ProudToBeIndian 
#NarendraModi #BJP 
#airstrike @narendramodi"
11973,GarlapatiJKbjp,Great work done by Indian Air Force.Hearty Congratulations to p.m @narendramodi for giving free hands to armed forces.#jai hind #IndianStrikesBack #BalakotAttack #Bjp
11974,always_inspires,"It is time for 'balanced' #Hindus of #India to reject @narendramodi war mongering and bring peace to the region. There are #human #lives on both side of the border.
Fill the streets of #India, arrange protests against #Hindutva and #BJP extreme views
Show that you are real people"
11975,always_inspires,"It is time that modern world take notice of #Hindu #Extremism and its dangers to #humanity.
#Christian #Muslim #Sikh and other religious population in #India are under constant threat by #Hindutva and #BJP.
This is all catalyzed by a madman @PMOIndia @narendramodi"
11976,ask_mayurjain,"A question to NAMO from 10 th STD students , next week is the geography paper . what will be the status of Pakistan then ? 
#RSS #BJP #namodubara #NamoAgain @narendramodi @BJP4India"
11977,sttalkindia,"@suhasinih @the_hindu Still remember how The Hindu hyped Indira Gandhi during 1971 war. 
Even claimed that Bangladeshis saluted her &amp; not the soldiers.
Now @nramind worried that #Narendramodi will win #2019Election hands down.
Check how you pushed out Modi from First page. You are a biased media"
11978,iharshitthaker,Salute to our armed forces and what a bravery act by @IAF_MCC proud of you....We can say we're in safe hands now.... Thank you Mr. PM @narendramodi ji.... #IndianAirForce #airstrike #Surgicalstrike2 #IAFHaiToMumkinHai #BJP #NarendraModiJindabad #JaiHind 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
11979,khanyasi,"#India Nuclear weapons in extremist #NarendraModi hands world should takes Modi anti muslim extremism searouly, Modi was banned entry to USA because he killed thousands in Gujarat."
11980,DeshPratham,"@sherryontopp @IAF_MCC Sherry sahaab you will be thinking,If you would have been part of #BJP then you should have given credit to PM aa well."
11981,Soamras,@sardesairajdeep @Mirchiey @narendramodi @IndiaToday Yes coz this #BJP unlike #Congress where they all were busy only in #Corruption hope you understand !!!!#JaishERajdeep Rajdeep
11982,dattuagarwal,#India can be safe only in the strong hands of #NarendraModi. the air strike on the terrorists camps of animy #Country has boosted the confidence level in every Indian that there can be no threat to India as long as Modi is here.
11983,ofeliaamari2,@iamhamzaabbasi Let’s hope there is no war. #IndianAirForce #india #NarendraModi - what is clear is that Modi the imbecile has created this diversion for his popularity contest for re- election. he is a dirty nationalist Hindu who was and is a terrorist for gujrat genocide. India wake up and see
11984,anshikayashi,"I salute and congratulate @IAF_MCC and the most deserving person @narendramodi  
#NamoAgain #BJP"
11985,Scorpion1007,@IndiaToday @narendramodi A failed politician who needs others (Forces') shoulder to take credit. What can be more pathetic? #bjp clown
11986,DessieAussie,"@ShashiTharoor Indian army fight wars bt cnt decide to execute it on their own,thy need clearance frm PM&amp; #NarendraModi hd guts to take risk&amp;give it ok. No PMs frm Congress or BJP gvetmnt hd tht guts except Indira Gandhi then&amp; @narendramodi now.Neither will hv in near future. #IndiaStrikesBack"
11987,Moon2Rise,"@BDUTT #PulwamaAttack was a #Political chaall, written by @narendramodi #BJP 💔 @BDUTT"
11988,Priyans30428157,"@RahulGandhi Hell yeah, the whole country Salutes our Airforces and most importantly our PM Shir Narendra Modi. The mission accomplished only in a span of 12 days. This Man made it possible in a brilliant style. #BJP"
11989,Achintya_Hindu,"Rahul Gandhi is saying(silently) that ""ohh no! I have to wait for another 5 years to become a PM of #India!""
#BJPKamalJoyti #BJPKamalJyoti #IndiaStrikesPakistan #IndiaStrikesBack #IndiaStrikesAgain #IndiaStrikes #JoshIsHigh #IAFStrikesJeM #AirSurgicalStrikes #JaishESagaika #BJP"
11990,sharma1526,#NarendraModi #narendra_modi #narendra modi #IndianAirForce #defence At this moment I have nothing. You can't keep everything hiding like rafale or earlier surgical strikes and let everyone laugh at us. Show us.
11991,sharma1526,"#NarendraModi #narendra_modi #narendra modi #IndianAirForce #DefenceMinister - Request you to provide photos, videos, satellite images of the airstrike. I can't tolerate Pakistan media keep repeating that my army is lying. I wish to shut their mouths."
11992,Peaceful_Foodie,"Modi ji didn't sleep the whole night and the whole day was busy with Escon and Other things.
Please take rest Pradhan Mantri Ji.
#NarendraModi @narendramodi"
11993,riteshrajsharma,@manoharparrikar @narendramodi Please get well soon and come back to cabinet. #BJP #NaMoAgain2019 #NamoAgain
11994,sagarlohatkar,"@ArvindKejriwal Why waste money on election, 
Modi has won the election today!  Lol 😂! 
#NarendraModi 
#SurgicalStrike 
#IndiaStrikes 
#indianairforce"
11995,mazhar90,"@RahulGandhi Don’t fall into the trap which @narendramodi set for you

@PMOIndia is creating all this drama for upcoming Elections to get anti Pakistan voters in his favor

A planted Election Campaign by #BJP &amp; #RSS"
11996,gsrathaur,#NarendraModi Now Navy Sailor ask Modi Ji give them one chance .
11997,geetdeka29,"Pakistan really hates modi.. And thats enough for me to vote modi in 2019❤️
Ps : jo modi ko vote nahi dega they are pakistanis😏😒 #IndiaStrikesBack #Modi #BJP #NoWaterForPakistan"
11998,Bhimashanker07,The best part of about today's #airstrike Is that. Till now no country has raised or opposed India or #Modi. &amp; nor backed Pakistan. Now i m finding those people who used to trolled modi for his foreign trips. Reality is that he z d king even at International level. #NarendraModi
11999,shrikantkatgale,"Narendra Modi is Fixed in 2019 as PM.
#PMO 
#NarendraModi 
#NaMoAgain2019"
12000,chetan777,"India lost 42 #Soldiers 
Pakistan lost 8 #Trees 🌲 😂😂
Case closed 
Now votes for Modi 
#Politicalstunt #Bjp"
12001,22VXVI,@narendramodi You @BJP4India got #Jayalalitha killed to enter into #Tamilnadu political scenario... The Lotus will never bloom in Tamil Nadu... #Tamizhanda..#AIADMK shamelessly siding with #BJP #Dumeel..
12002,pranaymnm,#IndiaStrikesPakistan  this #bjp  spokesperson @gauravbh is an idiot politicising everything . This great thing done by @narendramodi and @IAF_MCC is just being ridiculed by his nonsense speaking on tv @ArnabGoswamiRtv @republic
12003,SuvashaPanda,@sardesairajdeep You are right sir. Come out from TV studio &amp; campaign for #BJP . @narendramodi must be PM as full majority &amp; terror infra in Pakistan will be destroyed.
12004,Kailash35776443,"That's why we want modi in 2019 loksabha election.
#BJP #Modi #elections"
12005,viral7748,Two minutes silence for all those who thinks Modi shall not win the 2019 elections 🗳 #NarendraModi #ElectionDay #IndiaStrikesPakistan #ModiUnstoppable
12006,hmishra8882,Salute to the #indianairForce to do this Incredible job.we  should proud our prime minister mr.narendra modi ji to gave this order indian air force.our country kin safe hands.😍😍🇮🇳🇮🇳🇮🇳🇮🇳#bharatmatakijai #IndiaStrikesBack #howsthejosh #NarendraModi #SurgicalStrikes2
12007,sannt8,"Modi also has a terrorist mentality 🤔 Proved 😨
#IndianAirForce 
#IndiaStrikesBack #NarendraModi"
12008,TweeToAshwin,@RahulGandhi During every election there is story scripted by #BJP @narendramodi squad. And this is once of the strategies too.Ruling party should be ashamed for being careless and let the own civilian to get trained by the group of terrorists and kill them back !
12009,TweeToAshwin,@ikamalhaasan During every election there is story scripted by #BJP @narendramodi squad. And this is once of the strategies too.Ruling party should be ashamed for being careless and let the own civilian to get trained by the group of terrorists and kill them back !
